Maturity,Strike,Price,IV
0.109514031,6000,370.98,0.19727679
0.109514031,6150,247.82,0.176046624
0.109514031,6175,212.64,0.150893231
0.109514031,6200,196.59,0.151419631
0.109514031,6225,177.37,0.146909521
0.109514031,6250,161.01,0.145234247
0.109514031,6275,144.03,0.141885587
0.109514031,6300,129.73,0.140876802
0.109514031,6325,113.53,0.13658585
0.109514031,6350,99.68,0.134098375
0.109514031,6400,73.72,0.127887183
0.109514031,6450,54.14,0.124873315
0.109514031,6500,38.06,0.121589274
0.109514031,6550,25.65,0.118529553
0.109514031,6650,10.71,0.114763277
0.109514031,6700,6.7,0.113856809
0.109514031,6750,4.2,0.113830763
0.109514031,6800,2.62,0.114236105
0.109514031,6900,1.35,0.120519226
0.109589041,6000,370.98,0.197184819
0.109589041,6150,247.82,0.175969048
0.109589041,6175,212.64,0.15082421
0.109589041,6200,196.59,0.151351762
0.109589041,6225,177.37,0.146844208
0.109589041,6250,161.01,0.145170546
0.109589041,6275,144.03,0.141823956
0.109589041,6300,129.73,0.140816402
0.109589041,6325,113.53,0.136527718
0.109589041,6350,99.68,0.134041847
0.109589041,6400,73.72,0.127834144
0.109589041,6450,54.14,0.12482244
0.109589041,6500,38.06,0.121540484
0.109589041,6550,25.65,0.118482624
0.109589041,6650,10.71,0.114718866
0.109589041,6700,6.7,0.113813166
0.109589041,6750,4.2,0.113787499
0.109589041,6800,2.62,0.11419301
0.109589041,6900,1.35,0.120474352
0.128767123,6000,356.96,0.151782494
0.128767123,6150,260,0.173622884
0.128767123,6175,219.59,0.143807535
0.128767123,6200,209.29,0.151240339
0.128767123,6225,165.39,0.117503956
0.128767123,6250,179.97,0.15244235
0.128767123,6275,134.43,0.116813976
0.128767123,6300,148.1,0.147540482
0.128767123,6325,123.92,0.134782844
0.128767123,6350,110.2,0.132818451
0.128767123,6400,85,0.128582681
0.128767123,6450,61.7,0.122401217
0.128767123,6500,44.89,0.11962296
0.128767123,6550,32,0.11770103
0.128767123,6650,14.21,0.113036963
0.128767123,6700,9.25,0.111962505
0.128767123,6750,5.95,0.111445996
0.128767123,6800,4.25,0.113716537
0.128767123,6900,1.74,0.114370361
0.167008898,6000,394.86,0.177521367
0.167008898,6150,269.6,0.156005322
0.167008898,6175,263.7,0.167227291
0.167008898,6200,233.92,0.152356382
0.167008898,6225,215.1,0.148730743
0.167008898,6250,199.11,0.147473488
0.167008898,6275,182.36,0.144864106
0.167008898,6300,165.99,0.142048813
0.167008898,6325,148,0.137044467
0.167008898,6350,134.4,0.135683916
0.167008898,6400,107.35,0.131022004
0.167008898,6450,84.5,0.127544865
0.167008898,6500,63.26,0.122471333
0.167008898,6550,47.41,0.11982383
0.167008898,6650,24.88,0.115647465
0.167008898,6700,17.1,0.113409398
0.167008898,6750,11.95,0.112712619
0.167008898,6800,8.1,0.111851608
0.167008898,6900,3.9,0.112604787
0.197125257,6000,408.8,0.173596626
0.197125257,6150,264.69,0.133214271
0.197125257,6175,277.56,0.162799293
0.197125257,6200,251.79,0.152923362
0.197125257,6225,233.1,0.149590064
0.197125257,6250,214.8,0.146204834
0.197125257,6275,200.68,0.146211965
0.197125257,6300,183,0.142446468
0.197125257,6325,168.8,0.141325923
0.197125257,6350,147.92,0.133668092
0.197125257,6400,121,0.129936986
0.197125257,6450,95.9,0.125328145
0.197125257,6500,76.3,0.123165106
0.197125257,6550,57.9,0.119365665
0.197125257,6650,32.6,0.115319966
0.197125257,6700,23.6,0.113456633
0.197125257,6750,17.1,0.112529254
0.197125257,6800,12.45,0.112346934
0.197125257,6900,6.1,0.11130086
0.24366872,6000,435.05,0.175078874
0.24366872,6150,328.26,0.170765924
0.24366872,6175,286.24,0.147532867
0.24366872,6200,280.98,0.156548653
0.24366872,6225,239.74,0.134129361
0.24366872,6250,245.94,0.151848502
0.24366872,6275,231.88,0.151821654
0.24366872,6300,214.65,0.148779572
0.24366872,6325,192.48,0.141349985
0.24366872,6350,181.15,0.142316739
0.24366872,6400,151.78,0.137483256
0.24366872,6450,124.14,0.132151436
0.24366872,6500,101.2,0.128624688
0.24366872,6550,81.7,0.1258861
0.24366872,6650,50.5,0.120824169
0.24366872,6700,38.39,0.118276996
0.24366872,6750,29,0.116476371
0.24366872,6800,24.1,0.118777493
0.24366872,6900,11.93,0.113544433
0.243835616,6000,435.05,0.174987917
0.243835616,6150,328.26,0.170683945
0.243835616,6175,286.24,0.147458556
0.243835616,6200,280.98,0.156472919
0.243835616,6225,239.74,0.134061305
0.243835616,6250,245.94,0.151776193
0.243835616,6275,231.88,0.151750266
0.243835616,6300,214.65,0.148710022
0.243835616,6325,192.48,0.141283702
0.243835616,6350,181.15,0.142250925
0.243835616,6400,151.78,0.137420535
0.243835616,6450,124.14,0.132091877
0.243835616,6500,101.2,0.128567544
0.243835616,6550,81.7,0.125830968
0.243835616,6650,50.5,0.120772601
0.243835616,6700,38.39,0.118227085
0.243835616,6750,29,0.116427759
0.243835616,6800,24.1,0.118728548
0.243835616,6900,11.93,0.113498401
0.282191781,6000,459.03,0.179103473
0.282191781,6150,352.72,0.1738166
0.282191781,6175,325.06,0.163885914
0.282191781,6200,313.05,0.166408833
0.282191781,6225,286.25,0.15688223
0.282191781,6250,268.3,0.154131927
0.282191781,6275,252.27,0.152563838
0.282191781,6300,234.9,0.149644346
0.282191781,6325,212.66,0.142724735
0.282191781,6350,203.37,0.145244694
0.282191781,6400,161.7,0.131804899
0.282191781,6450,142.97,0.133980946
0.282191781,6500,121.16,0.132220809
0.282191781,6550,94.01,0.124410064
0.282191781,6650,60.2,0.119217772
0.282191781,6700,51.29,0.121208158
0.282191781,6750,40.49,0.119708786
0.282191781,6800,30.96,0.117593032
0.282191781,6900,18.11,0.115397317
0.339726027,6000,488.75,0.180059227
0.339726027,6150,371,0.165365786
0.339726027,6175,352.82,0.163323436
0.339726027,6200,331.23,0.158568746
0.339726027,6225,297.05,0.144556001
0.339726027,6250,297.8,0.155493253
0.339726027,6275,281.8,0.154068232
0.339726027,6300,266.3,0.152720138
0.339726027,6325,247.17,0.148586091
0.339726027,6350,232.67,0.14738016
0.339726027,6400,201.1,0.142318178
0.339726027,6450,169.31,0.135849933
0.339726027,6500,146.89,0.13446132
0.339726027,6550,127.85,0.134100668
0.339726027,6650,86.25,0.126475694
0.339726027,6700,68.3,0.122254364
0.339726027,6750,56.7,0.121683837
0.339726027,6800,45.6,0.120056228
0.339726027,6900,28.63,0.117318383
0.358658453,6000,477.39,0.163089291
0.358658453,6150,376.58,0.162853681
0.358658453,6175,306.9,0.123037131
0.358658453,6200,341.79,0.159792919
0.358658453,6225,308.35,0.146644592
0.358658453,6250,308.2,0.156633132
0.358658453,6275,294.25,0.156636637
0.358658453,6300,274.38,0.152346405
0.358658453,6325,235.74,0.135199437
0.358658453,6350,236.8,0.144551053
0.358658453,6400,207.15,0.140998181
0.358658453,6450,186.1,0.141981926
0.358658453,6500,155.06,0.13505465
0.358658453,6550,133.49,0.133170344
0.358658453,6650,86.46,0.12218062
0.358658453,6700,76.48,0.12456722
0.358658453,6750,64.47,0.124198336
0.358658453,6800,50.1,0.120242298
0.358658453,6900,34,0.119705583
0.41615332,6000,522.03,0.178070703
0.41615332,6150,413.9,0.170419951
0.41615332,6175,387.3,0.162782831
0.41615332,6200,367.48,0.159578763
0.41615332,6225,331.53,0.145668255
0.41615332,6250,335.57,0.15767454
0.41615332,6275,314.5,0.153134269
0.41615332,6300,300.82,0.153104498
0.41615332,6325,283.9,0.150799249
0.41615332,6350,267.2,0.148416123
0.41615332,6400,237.26,0.145109854
0.41615332,6450,208.59,0.141608287
0.41615332,6500,181,0.137732277
0.41615332,6550,156.1,0.134420777
0.41615332,6650,113.95,0.129150865
0.41615332,6700,95.91,0.126683082
0.41615332,6750,80.32,0.124663154
0.41615332,6800,66.73,0.122847565
0.41615332,6900,44.65,0.119444266
0.416438356,6000,522.03,0.177973969
0.416438356,6150,413.9,0.170332039
0.416438356,6175,387.3,0.162698042
0.416438356,6200,367.48,0.159495883
0.416438356,6225,331.53,0.145590344
0.416438356,6250,335.57,0.157594118
0.416438356,6275,314.5,0.153056119
0.416438356,6300,300.82,0.153027223
0.416438356,6325,283.9,0.150723528
0.416438356,6350,267.2,0.148341964
0.416438356,6400,237.26,0.145038285
0.416438356,6450,208.59,0.141539284
0.416438356,6500,181,0.137665894
0.416438356,6550,156.1,0.134356739
0.416438356,6650,113.95,0.129090792
0.416438356,6700,95.91,0.126624819
0.416438356,6750,80.32,0.124606463
0.416438356,6800,66.73,0.122792302
0.416438356,6900,44.65,0.119391598
0.449315068,6000,535.8,0.177312918
0.449315068,6150,406.09,0.155535861
0.449315068,6175,389.93,0.155076806
0.449315068,6200,383.9,0.160849887
0.449315068,6225,333.22,0.138090507
0.449315068,6250,349.29,0.157287139
0.449315068,6275,320.25,0.148012076
0.449315068,6300,314.04,0.152598977
0.449315068,6325,297.28,0.150499804
0.449315068,6350,279.1,0.147348497
0.449315068,6400,251.82,0.145852089
0.449315068,6450,219.21,0.140278109
0.449315068,6500,192.63,0.137331793
0.449315068,6550,176.57,0.139718362
0.449315068,6650,124.82,0.129468288
0.449315068,6700,110.86,0.130204691
0.449315068,6750,89.04,0.124555643
0.449315068,6800,75.02,0.122985113
0.449315068,6900,51.77,0.119944114
0.493150685,6000,559.31,0.180369787
0.493150685,6150,441.9,0.166600919
0.493150685,6175,434.92,0.17158561
0.493150685,6200,407.2,0.163700078
0.493150685,6225,401.6,0.169040353
0.493150685,6250,369.1,0.158135035
0.493150685,6275,358.7,0.160221126
0.493150685,6300,338.27,0.156228209
0.493150685,6325,320.2,0.153461049
0.493150685,6350,303.7,0.151429936
0.493150685,6400,272,0.147555589
0.493150685,6450,242,0.143861297
0.493150685,6500,214,0.140461177
0.493150685,6550,194.5,0.141033849
0.493150685,6650,140.55,0.130745988
0.493150685,6700,122.08,0.129086454
0.493150685,6750,104.15,0.126739653
0.493150685,6800,88.82,0.125013672
0.493150685,6900,62.5,0.121336079
0.588637919,6000,608.13,0.185703736
0.588637919,6150,486.08,0.169362436
0.588637919,6175,426.25,0.143890838
0.588637919,6200,447.28,0.164247931
0.588637919,6225,408.98,0.151081792
0.588637919,6250,420.47,0.165238949
0.588637919,6275,396.01,0.15950492
0.588637919,6300,383.55,0.160132136
0.588637919,6325,360.36,0.15487707
0.588637919,6350,346.3,0.154350613
0.588637919,6400,314.22,0.150738961
0.588637919,6450,288.05,0.149575404
0.588637919,6500,251.94,0.142581705
0.588637919,6550,228.42,0.141422254
0.588637919,6650,178.91,0.135589103
0.588637919,6700,162.79,0.136149948
0.588637919,6750,134.6,0.129250051
0.588637919,6800,117.61,0.127672366
0.588637919,6900,82.04,0.120703167
0.665297741,6000,623.42,0.176420541
0.665297741,6150,491.8,0.156074123
0.665297741,6175,500,0.168546885
0.665297741,6200,477.48,0.164401646
0.665297741,6225,463.8,0.164793372
0.665297741,6250,452.38,0.16619353
0.665297741,6275,422.33,0.157920528
0.665297741,6300,405.28,0.156219162
0.665297741,6325,393.98,0.157285009
0.665297741,6350,373.42,0.153565756
0.665297741,6400,344.84,0.152000313
0.665297741,6450,312.1,0.147827349
0.665297741,6500,283.3,0.145014907
0.665297741,6550,256.96,0.142798043
0.665297741,6650,204.1,0.136343704
0.665297741,6700,179.62,0.133034312
0.665297741,6750,164.25,0.133660486
0.665297741,6800,141.82,0.129937021
0.665297741,6900,109.16,0.126694398
0.6954141,6000,644.39,0.181733494
0.6954141,6150,530.22,0.170522205
0.6954141,6175,484.2,0.154247835
0.6954141,6200,488.32,0.164094751
0.6954141,6225,460.02,0.157019003
0.6954141,6250,434.34,0.151256716
0.6954141,6275,433.44,0.157883896
0.6954141,6300,416.45,0.156253025
0.6954141,6325,406.92,0.158177969
0.6954141,6350,393.59,0.158075798
0.6954141,6400,358.26,0.153266174
0.6954141,6450,330.51,0.151615417
0.6954141,6500,301.92,0.14901565
0.6954141,6550,262.26,0.140569113
0.6954141,6650,220.18,0.139674603
0.6954141,6700,191.18,0.134413567
0.6954141,6750,168.66,0.131609133
0.6954141,6800,149.69,0.129888785
0.6954141,6900,115.27,0.126163608
0.695890411,6000,644.39,0.181628599
0.695890411,6150,530.22,0.170426286
0.695890411,6175,484.2,0.154157008
0.695890411,6200,488.32,0.16400244
0.695890411,6225,460.02,0.156929542
0.695890411,6250,434.34,0.151169787
0.695890411,6275,433.44,0.157796055
0.695890411,6300,416.45,0.156166527
0.695890411,6325,406.92,0.158091735
0.695890411,6350,393.59,0.157990387
0.695890411,6400,358.26,0.153183779
0.695890411,6450,330.51,0.151534984
0.695890411,6500,301.92,0.148937416
0.695890411,6550,262.26,0.140495046
0.695890411,6650,220.18,0.139603177
0.695890411,6700,191.18,0.134345113
0.695890411,6750,168.66,0.131542711
0.695890411,6800,149.69,0.129823935
0.695890411,6900,115.27,0.126101852
0.742465753,6000,636.2,0.167184347
0.742465753,6150,548.87,0.170926754
0.742465753,6175,529.75,0.168745877
0.742465753,6200,488.88,0.155599387
0.742465753,6225,485.44,0.16113385
0.742465753,6250,464.72,0.157943342
0.742465753,6275,464.92,0.164830899
0.742465753,6300,425.25,0.152281727
0.742465753,6325,414.14,0.153442205
0.742465753,6350,404.9,0.155335498
0.742465753,6400,349.6,0.141383659
0.742465753,6450,340.66,0.148704193
0.742465753,6500,295.62,0.138682676
0.742465753,6550,287.45,0.145184637
0.742465753,6650,238.4,0.141415274
0.742465753,6700,206.71,0.135285018
0.742465753,6750,188.41,0.134845726
0.742465753,6800,165.62,0.131625484
0.742465753,6900,129.17,0.127668479
